Make,Model,Accident.Number,Event.Id,Aircraft.Category,Engine.Type,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Date,Year,Purpose.of.flight,Weather.Condition,Aircraft.damage,Broad.phase.of.flight,total_accidents,fatality_rate,Safety_Score
Robinson Helicopter,R22 Beta,WPR14FA158,20140407X83620,Helicopter,Reciprocating,1.0,2.0,0.0,0.0,0.0,2014-04-06,2014,Personal,VMC,Substantial,,61,0.03278688524590164,96.72131147540983
Piper,Pa 18-150,ERA14CA188,20140409X31036,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-06,2014,Banner Tow,VMC,Substantial,,57,0.0,100.0
Cessna,T210M,CEN14LA194,20140411X70624,Airplane,Reciprocating,1.0,0.0,0.0,2.0,0.0,2014-04-06,2014,Other Work Use,VMC,Substantial,,16,0.0,100.0
Embraer,Emb-720D,ERA14WA207,20140427X94527,Airplane,,,4.0,0.0,0.0,0.0,2014-04-06,2014,Unknown,,Destroyed,,1,4.0,-300.0
Cessna,172R,ERA14CA184,20140408X84430,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-07,2014,Instructional,VMC,Substantial,,45,0.0,100.0
Northwing,Apache Sport,WPR14LA161,20140408X14435,Weight-Shift,Reciprocating,1.0,1.0,0.0,0.0,0.0,2014-04-08,2014,Personal,VMC,Substantial,,1,1.0,0.0
Cessna,205A,ERA14CA185,20140408X72606,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-08,2014,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,208B,ANC14FA022,20140409X15543,Airplane,Turbo Prop,1.0,2.0,0.0,0.0,0.0,2014-04-08,2014,Instructional,VMC,Destroyed,,48,0.041666666666666664,95.83333333333334
Cessna,172S,CEN14CA191,20140409X51856,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-08,2014,Instructional,VMC,Substantial,,117,0.0,100.0
Moore Thomas O,Zenith Stol Ch701,ERA14CA189,20140409X53710,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-08,2014,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,207,WPR14CA162,20140409X75127,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-08,2014,,VMC,Substantial,,21,0.0,100.0
Airbus,As350 B3E,CEN14FA193,20140409X31907,Helicopter,Turbo Shaft,1.0,0.0,3.0,0.0,0.0,2014-04-09,2014,Positioning,VMC,Substantial,,1,0.0,100.0
Aerotrike,Safari,CEN14LA192,20140409X60140,Weight-Shift,Reciprocating,1.0,1.0,0.0,0.0,0.0,2014-04-09,2014,Personal,VMC,Substantial,,2,0.5,50.0
Quest Aircraft Company,Kodiak,WPR14WA164,20140411X35137,Airplane,,,2.0,3.0,2.0,0.0,2014-04-09,2014,,,Substantial,,1,2.0,-100.0
Progressive Aerodyne Inc,Searey Lsa,ERA14CA190,20140410X34218,Airplane,Reciprocating,1.0,0.0,1.0,0.0,1.0,2014-04-10,2014,Personal,VMC,Substantial,,4,0.0,100.0
Cessna,172S,WPR14CA163,20140410X72608,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-10,2014,Personal,VMC,Substantial,,117,0.0,100.0
Cessna,140,ERA14CA195,20140414X94902,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-10,2014,Personal,VMC,Substantial,,76,0.0,100.0
Bell,407,WPR14WA189,20140514X55329,Helicopter,,,1.0,1.0,0.0,0.0,2014-04-10,2014,,,Substantial,,64,0.015625,98.4375
Piper,Pa-32Rt-300T,ERA14FA192,20140411X23317,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2014-04-11,2014,Personal,VMC,Destroyed,,7,0.2857142857142857,71.42857142857143
Williams Myron G,Bowers Fly Baby 1A,WPR14FA165,20140411X70757,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2014-04-11,2014,Personal,VMC,Substantial,,1,1.0,0.0
Cessna,U206G,ERA14LA193,20140413X30623,Airplane,Reciprocating,1.0,0.0,1.0,1.0,0.0,2014-04-11,2014,Other Work Use,VMC,Substantial,,22,0.0,100.0
Piper,Pa 46-350P,CEN14LA196,20140414X43958,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-11,2014,Business,VMC,Substantial,,16,0.0,100.0
Cessna Aircraft Co,162,ERA14CA197,20140415X84929,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-11,2014,Instructional,VMC,Substantial,,13,0.0,100.0
Piper,Pa 18-135,WPR14CA166,20140412X94032,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2014-04-12,2014,Personal,VMC,Substantial,,9,0.0,100.0
Larsen,Mark V,CEN14LA195,20140414X80900,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-12,2014,Personal,VMC,Substantial,,1,0.0,100.0
Ercoupe,415 C,CEN14LA199,20140416X05021,Airplane,Reciprocating,1.0,0.0,0.0,2.0,0.0,2014-04-12,2014,Personal,VMC,Substantial,,7,0.0,100.0
Wsk Pzl Mielec,M 18A,ERA14CA201,20140417X01048,Airplane,Turbo Prop,1.0,0.0,0.0,0.0,1.0,2014-04-12,2014,Aerial Application,VMC,Substantial,,3,0.0,100.0
Maule Aircraft Corp,M-5-235C,WPR14WA191,20140515X32440,Airplane,,,1.0,1.0,0.0,0.0,2014-04-12,2014,,,Substantial,,1,1.0,0.0
Sands,Helicycle,WPR14FA167,20140414X14114,Helicopter,Turbo Shaft,1.0,1.0,0.0,0.0,0.0,2014-04-13,2014,Personal,VMC,Substantial,,1,1.0,0.0
Piper,Pa-18-135,ERA14LA198,20140415X24114,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-13,2014,Positioning,VMC,Substantial,,11,0.0,100.0
Beech,C24,CEN14FA198,20140415X44541,Airplane,Reciprocating,1.0,1.0,1.0,1.0,0.0,2014-04-13,2014,Personal,VMC,Substantial,,4,0.25,75.0
Aircraft Industries A.S.,L33 Solo,ERA14LA199,20140416X03718,Glider,,,0.0,0.0,1.0,0.0,2014-04-13,2014,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa 18S-150,WPR14CA170,20140424X12242,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-13,2014,Personal,VMC,Substantial,,1,0.0,100.0
Linstrand,240A,WPR14CA168,20140416X62828,Balloon,,,0.0,3.0,0.0,7.0,2014-04-14,2014,Aerial Observation,VMC,Substantial,,1,0.0,100.0
Kaldor Gregory N,Zenith 701,ERA14CA200,20140417X00148,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-14,2014,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,O 1E,CEN14LA200,20140417X21556,Airplane,Reciprocating,1.0,0.0,0.0,2.0,0.0,2014-04-16,2014,Instructional,VMC,Substantial,,1,0.0,100.0
Oconnor Paul A,Ultimate Aero 10-200,ERA14LA202,20140418X40544,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-18,2014,Personal,VMC,Destroyed,,1,0.0,100.0
Quicksilver,Gt400,CEN14LA205,20140421X01513,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2014-04-18,2014,Personal,VMC,Substantial,,1,1.0,0.0
Cessna,210A,CEN14LA204,20140421X85922,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2014-04-18,2014,Personal,VMC,Substantial,,3,0.0,100.0
Mcdonnell Douglas Helicopter,500N,WPR14LA253,20140619X75837,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,4.0,2014-04-18,2014,Personal,VMC,Substantial,,3,0.0,100.0
Nanchang,Cj6 - A,CEN14LA202,20140419X00946,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2014-04-19,2014,Personal,VMC,Substantial,,1,2.0,-100.0
Piper,Pa-28,CEN14CA203,20140420X45929,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2014-04-19,2014,Personal,VMC,Substantial,,13,0.0,100.0
Cessna,A185E,ERA14CA204,20140421X04206,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-19,2014,Personal,VMC,Substantial,,9,0.0,100.0
Flight Design Gmbh,Ctsw,CEN14CA207,20140421X51905,Airplane,Reciprocating,,0.0,0.0,0.0,1.0,2014-04-19,2014,Personal,VMC,Substantial,,12,0.0,100.0
Rockwell International,114,CEN14LA210,20140422X93723,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-19,2014,Personal,VMC,Substantial,,7,0.0,100.0
Firefly,8B-15,CEN14CA215,20140424X51802,Balloon,,0.0,0.0,0.0,1.0,1.0,2014-04-19,2014,Personal,VMC,,,1,0.0,100.0
Cessna,170A,CEN14CA242,20140515X62540,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-19,2014,Personal,VMC,Substantial,,17,0.0,100.0
Champion,Aeronca 7Ac,ERA14CA267,20140530X25708,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-19,2014,Personal,VMC,Substantial,,3,0.0,100.0
Evolution Aircraft Inc,Revo,ERA14CA203,20140420X63845,Weight-Shift,Reciprocating,1.0,0.0,1.0,0.0,0.0,2014-04-20,2014,Personal,VMC,Substantial,,6,0.0,100.0
"Sui Ry, Laurinen Janne, Kääriä",Comp Air 8,CEN14WA206,20140421X23520,Unknown,,,7.0,4.0,0.0,0.0,2014-04-20,2014,,,Destroyed,,1,7.0,-600.0
British Aerospace,Hs 125 700A,CEN14RA212,20140422X61449,Airplane,Turbo Fan,2.0,8.0,0.0,0.0,0.0,2014-04-20,2014,,,Destroyed,,2,4.0,-300.0
Piper,Pa30 - No Series,WPR14LA169,20140421X32954,Airplane,Reciprocating,2.0,0.0,1.0,0.0,0.0,2014-04-21,2014,Personal,VMC,Substantial,,2,0.0,100.0
Cirrus Design Corp,Sr20,ERA14CA205,20140421X35349,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2014-04-21,2014,Instructional,VMC,Substantial,,36,0.0,100.0
Piper,Pa 28-181,CEN14CA209,20140422X91651,Airplane,Reciprocating,1.0,0.0,0.0,0.0,4.0,2014-04-21,2014,,VMC,Substantial,,21,0.0,100.0
American,Aa 1,CEN14LA221,20140428X54704,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-21,2014,Personal,VMC,Destroyed,,4,0.0,100.0
Cessna,172I,ERA14CA206,20140422X35013,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-22,2014,Personal,VMC,Substantial,,7,0.0,100.0
Air Tractor Inc,At 502B,CEN14LA211,20140422X54949,Airplane,Turbo Prop,1.0,1.0,0.0,0.0,0.0,2014-04-22,2014,Aerial Application,VMC,Substantial,,19,0.05263157894736842,94.73684210526316
Crow,Mustang Ii,CEN14LA213,20140423X14414,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2014-04-22,2014,Flight Test,VMC,Substantial,,1,0.0,100.0
Piper,Pa 18A 150,ANC14CA023,20140425X33628,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-22,2014,Personal,VMC,Substantial,,8,0.0,100.0
Cessna,T206H,ERA14CA209,20140428X84638,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-22,2014,Personal,VMC,Substantial,,17,0.0,100.0
Cessna,421,CEN14LA256,20140527X62615,Airplane,Reciprocating,2.0,0.0,0.0,0.0,1.0,2014-04-22,2014,Personal,VMC,Substantial,,16,0.0,100.0
Piper,Pa46,DCA14WA151,20140822X43728,Airplane,,,2.0,0.0,0.0,0.0,2014-04-22,2014,,,Destroyed,,50,0.04,96.0
Cessna,172 - M,CEN14WA214,20140424X02718,Airplane,,,4.0,0.0,0.0,0.0,2014-04-23,2014,,,Destroyed,,2,2.0,-100.0
Embraer,Emb 145Xr,OPS14IA005,20140425X84104,Airplane,,2.0,0.0,0.0,0.0,0.0,2014-04-24,2014,,VMC,,,2,0.0,100.0
Brecher Rotorway,Exec,CEN14LA228,20140505X21451,Helicopter,Reciprocating,1.0,0.0,0.0,2.0,0.0,2014-04-24,2014,Instructional,VMC,Substantial,,1,0.0,100.0
Piper,Pa 34-200,CEN14LA220,20140428X24336,Airplane,Reciprocating,2.0,0.0,0.0,0.0,4.0,2014-04-25,2014,Instructional,VMC,Substantial,,4,0.0,100.0
Hughes,269A,CEN14LA222,20140428X55049,Helicopter,Reciprocating,1.0,0.0,2.0,0.0,0.0,2014-04-25,2014,Instructional,VMC,Substantial,,8,0.0,100.0
Robinson Helicopter Company,R44 Ii,CEN14CA223,20140428X65725,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-25,2014,Personal,VMC,Substantial,,117,0.0,100.0
Cessna,172R,CEN14LA217,20140428X85714,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2014-04-25,2014,Personal,VMC,Substantial,,45,0.0,100.0
Flight Design Gmbh,Ctls,CEN14LA226,20140501X11854,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2014-04-25,2014,Personal,VMC,Substantial,,16,0.0,100.0
Nbb Inc,Glasair Iii,WPR14FA172,20140426X23435,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2014-04-26,2014,Personal,Unk,Destroyed,,1,1.0,0.0
Champion,7Eca,ERA14LA212,20140429X20908,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2014-04-26,2014,Personal,VMC,Substantial,,21,0.0,100.0
Cessna,525,ERA14IA237,20140513X45913,Airplane,Turbo Fan,2.0,0.0,0.0,0.0,3.0,2014-04-26,2014,Personal,VMC,Minor,,25,0.0,100.0
Cessna,210E,WPR14FA174,20140427X21627,Airplane,Reciprocating,1.0,1.0,0.0,0.0,2.0,2014-04-27,2014,Personal,VMC,Destroyed,,5,0.2,80.0
Mcdonnell Douglas Helicopter,600N,WPR14LA173,20140427X71558,Helicopter,Turbo Shaft,1.0,0.0,2.0,1.0,0.0,2014-04-27,2014,Personal,VMC,Substantial,,5,0.0,100.0
Beech,A36,CEN14LA218,20140428X04005,Airplane,Reciprocating,1.0,0.0,0.0,3.0,0.0,2014-04-27,2014,Personal,VMC,Substantial,,101,0.0,100.0
Bellanca,17 30A,CEN14FA219,20140428X04747,Airplane,Reciprocating,1.0,1.0,1.0,0.0,0.0,2014-04-27,2014,Personal,VMC,Substantial,,4,0.25,75.0
Alon,A2,ERA14LA208,20140428X84004,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2014-04-27,2014,Personal,VMC,Substantial,,9,0.0,100.0
Jerome A Baak,Ch 601Xl,ERA14CA210,20140428X95502,Airplane,Reciprocating,,0.0,1.0,0.0,0.0,2014-04-27,2014,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa 18-150,ERA14CA211,20140429X10034,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-27,2014,Instructional,VMC,Substantial,,57,0.0,100.0
Schleicher Alexander,K 7,ERA14CA215,20140430X55302,Glider,,0.0,0.0,0.0,1.0,0.0,2014-04-27,2014,Personal,VMC,Minor,,1,0.0,100.0
Gingras Michel,Aventura Ii,ERA14CA229,20140509X41408,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-27,2014,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa 32R-300,CEN14FA224,20140428X10808,Airplane,Reciprocating,1.0,4.0,0.0,0.0,0.0,2014-04-28,2014,Personal,IMC,Destroyed,,9,0.4444444444444444,55.55555555555556
Evektor-Aerotechnik As,Sportstar Plus,WPR14CA175,20140429X12219,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-04-28,2014,Personal,VMC,Substantial,,5,0.0,100.0
Cessna,120,ANC14CA024,20140429X30350,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-28,2014,Personal,VMC,Substantial,,36,0.0,100.0
Beech,A36,ERA14CA214,20140430X31304,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2014-04-28,2014,Personal,VMC,Substantial,,101,0.0,100.0
Hughes,Oh 6,WPR14GA176,20140429X35951,Helicopter,Turbo Shaft,1.0,0.0,0.0,2.0,0.0,2014-04-29,2014,Public Aircraft - Federal,VMC,Substantial,,1,0.0,100.0
Beech,76,ERA14CA213,20140430X80931,Airplane,Reciprocating,2.0,0.0,0.0,0.0,2.0,2014-04-29,2014,Instructional,VMC,Substantial,,18,0.0,100.0
Elemdorf,1002,WPR14CA178,20140430X90625,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2014-04-29,2014,Personal,VMC,Substantial,,1,0.0,100.0
Lake,La-4,ERA14CA225,20140507X84024,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2014-04-29,2014,Personal,VMC,Substantial,,3,0.0,100.0
Boeing,757,OPS14IA007,20140516X81837,Airplane,,,0.0,4.0,0.0,0.0,2014-04-29,2014,,IMC,Minor,,33,0.0,100.0
Bae,Avro146Rj - 100,ENG14RA014,20140522X83340,Airplane,Turbo Fan,4.0,0.0,0.0,0.0,0.0,2014-04-29,2014,,,Minor,,1,0.0,100.0
Boeing,737 - 476,ENG14RA020,20140728X04209,Airplane,,,0.0,0.0,0.0,2.0,2014-04-29,2014,,,Substantial,,1,0.0,100.0
Cessna,182J,ANC14CA025,20140430X25934,Airplane,Reciprocating,1.0,0.0,0.0,0.0,4.0,2014-04-30,2014,Personal,VMC,Substantial,,12,0.0,100.0
Airplane Factory (Pty) Ltd The,Sling,WPR14LA177,20140430X30514,Airplane,Reciprocating,1.0,0.0,1.0,1.0,0.0,2014-04-30,2014,Instructional,VMC,Substantial,,1,0.0,100.0
Coulter Hugh Clarke,Pulsar Xp Series I,WPR14LA179,20140502X65937,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-04-30,2014,Personal,VMC,Substantial,,1,0.0,100.0
Robinson,R44 Ii,ERA14WA224,20140507X82921,Helicopter,,,1.0,0.0,0.0,0.0,2014-04-30,2014,Unknown,Unk,Substantial,,9,0.1111111111111111,88.88888888888889
Cessna,T210N,ERA14WA241,20140515X63420,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2014-04-30,2014,Business,VMC,Destroyed,,19,0.10526315789473684,89.47368421052632
Alpi Aviation,Pioneer,CEN14WA535,20150506X00130,Airplane,Reciprocating,,2.0,0.0,0.0,0.0,2014-04-30,2014,,,Destroyed,,1,2.0,-100.0
Agusta Aerospace Corp,Aw119 Mkii,ERA14CA216,20140501X55649,Helicopter,Turbo Shaft,2.0,0.0,0.0,0.0,2.0,2014-05-01,2014,Instructional,VMC,Substantial,,2,0.0,100.0
Robinson Helicopter,R22 Beta,ERA14CA217,20140502X90759,Helicopter,Reciprocating,1.0,0.0,2.0,0.0,0.0,2014-05-01,2014,Instructional,VMC,Substantial,,61,0.0,100.0
Beech,V35B,ERA14LA218,20140503X02721,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2014-05-02,2014,Personal,VMC,Substantial,,23,0.0,100.0
Piper,Pa 24-250,CEN14CA227,20140505X93659,Airplane,Reciprocating,1.0,0.0,0.0,0.0,4.0,2014-05-02,2014,Personal,VMC,Substantial,,15,0.0,100.0
Bell,47G,WPR14LA180,20140504X23000,Helicopter,Reciprocating,1.0,0.0,2.0,0.0,0.0,2014-05-03,2014,Personal,VMC,Substantial,,24,0.0,100.0
Aero Tek Inc.,Zuni,WPR14FA181,20140504X34426,Glider,,,1.0,0.0,0.0,0.0,2014-05-03,2014,Personal,VMC,Substantial,,1,1.0,0.0
Piper,Pa-31,ERA14WA221,20140505X70744,Airplane,Reciprocating,2.0,2.0,0.0,0.0,0.0,2014-05-03,2014,Aerial Observation,Unk,Substantial,,3,0.6666666666666666,33.333333333333336
Cessna,170B,ANC14CA026,20140506X00519,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-05-03,2014,Personal,VMC,Substantial,,55,0.0,100.0
Piper,J3C 65,CEN14CA231,20140507X95125,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2014-05-03,2014,Positioning,VMC,Substantial,,8,0.0,100.0
Cessna,180D,WPR14CA184,20140507X95850,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2014-05-03,2014,Personal,VMC,Substantial,,3,0.0,100.0
Bell,407,CEN14FA232,20140508X30821,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,3.0,2014-05-03,2014,,VMC,Substantial,,64,0.0,100.0
Czech Sport Aircraft A S,Sportcruiser,ERA14LA219,20140504X45718,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2014-05-04,2014,Personal,VMC,Substantial,,4,0.0,100.0
Boeing,E75,WPR14FA182,20140504X90153,Airplane,Reciprocating,,1.0,0.0,0.0,0.0,2014-05-04,2014,Air Race show,VMC,Destroyed,,5,0.2,80.0
Champion,7Gcaa,ERA14LA222,20140505X72911,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2014-05-04,2014,Personal,VMC,Substantial,,9,0.0,100.0
Messerschmitt-Bolkow-Blohm,Bk 117,ERA14LA223,20140505X93424,Helicopter,Turbo Shaft,2.0,0.0,0.0,0.0,3.0,2014-05-04,2014,Positioning,VMC,Substantial,,1,0.0,100.0
Schleicher,Asw 20,ERA14CA220,20140505X94433,Glider,,0.0,0.0,0.0,1.0,0.0,2014-05-04,2014,Personal,VMC,Substantial,,2,0.0,100.0
Taylorcraft,Bc12 D,ANC14CA027,20140506X01100,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-05-04,2014,Personal,VMC,Substantial,,8,0.0,100.0
177Mf Llc,Pitts Model 12,WPR14LA185,20140507X00328,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2014-05-04,2014,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa 25-235,CEN14FA230,20140505X11439,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-05-05,2014,Banner Tow,VMC,Destroyed,,13,0.0,100.0
Air Tractor Inc,At 301,CEN14LA229,20140505X71437,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-05-05,2014,Aerial Application,VMC,Substantial,,6,0.0,100.0
Cessna,T207A,WPR14LA240,20140610X80333,Airplane,Turbo Prop,1.0,0.0,0.0,0.0,2.0,2014-05-05,2014,Business,VMC,Substantial,,5,0.0,100.0
Airbus,A330 - 223,ENG14WA012,20140507X03024,Airplane,Turbo Fan,,0.0,0.0,0.0,0.0,2014-05-06,2014,,,Minor,,2,0.0,100.0
Piper,Pa28 - 181,WPR14CA187,20140507X51530,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-05-06,2014,Instructional,VMC,Substantial,,2,0.0,100.0
Mooney,M20C,WPR14FA188,20140512X20858,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2014-05-06,2014,Personal,IMC,Substantial,,40,0.05,95.0
Kinsler Arthur Paul,Kinsler Lancair/Mkii,CEN14LA241,20140515X20424,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2014-05-06,2014,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa-28-181,ERA14LA227,20140507X10817,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2014-05-07,2014,Personal,VMC,Destroyed,,26,0.0,100.0
Cessna,150 - F,WPR14FA183,20140507X62203,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2014-05-07,2014,Instructional,VMC,Substantial,,1,2.0,-100.0
Piper,Pa 32-300,CEN14LA233,20140508X42557,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-05-07,2014,Personal,VMC,Substantial,,11,0.0,100.0
Boeing,737-400,DCA14WA115,20140612X14750,Airplane,,,0.0,7.0,0.0,125.0,2014-05-08,2014,,,Substantial,,4,0.0,100.0
Eagle,C-7,ERA14FA231,20140509X22532,Balloon,,,3.0,0.0,0.0,0.0,2014-05-09,2014,Personal,VMC,Destroyed,,1,3.0,-200.0
Cessna,172S,ERA14CA230,20140509X91426,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-05-09,2014,Instructional,VMC,Substantial,,117,0.0,100.0
Pacific Aerospace Corp Ltd,750Xl,ERA14LA235,20140512X01035,Airplane,Turbo Prop,1.0,0.0,0.0,0.0,2.0,2014-05-09,2014,Skydiving,VMC,Substantial,,3,0.0,100.0
Morris Thomas Lee,Stolp Strdstr Sa300,CEN14CA236,20140513X22850,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2014-05-09,2014,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,525C,CEN14LA239,20140513X35019,Airplane,Turbo Fan,2.0,0.0,0.0,0.0,4.0,2014-05-09,2014,,VMC,Substantial,,1,0.0,100.0
North American,At6 - C,ERA14CA238,20140513X62510,Airplane,Reciprocating,,0.0,0.0,1.0,0.0,2014-05-09,2014,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa 22-150,ERA14CA243,20140519X11242,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-05-09,2014,Personal,VMC,Substantial,,9,0.0,100.0
Piper,Pa-28-235,ERA14LA244,20140520X95118,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-05-09,2014,Personal,VMC,Substantial,,14,0.0,100.0
Boeing,737-400,DCA14WA114,20140612X00036,Airplane,,,0.0,0.0,0.0,0.0,2014-05-09,2014,,,Minor,,4,0.0,100.0
Navion,G,ERA14FA232,20140509X24834,Airplane,Reciprocating,1.0,1.0,1.0,2.0,0.0,2014-05-10,2014,Personal,IMC,Substantial,,1,1.0,0.0
Cessna,T207A,WPR14FA186,20140510X04510,Airplane,Reciprocating,1.0,1.0,5.0,1.0,0.0,2014-05-10,2014,Aerial Observation,VMC,Substantial,,5,0.2,80.0
Mooney Airplane Co Inc,M20Tn,CEN14LA234,20140512X03631,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2014-05-10,2014,Personal,VMC,Substantial,,10,0.0,100.0
Pazmany,Pl 4,CEN14LA235,20140512X73821,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2014-05-10,2014,Personal,VMC,Substantial,,1,0.0,100.0
American Legend,Al-3,CEN14CA238,20140513X33323,Airplane,Reciprocating,2.0,0.0,0.0,0.0,2.0,2014-05-10,2014,Personal,VMC,Substantial,,1,0.0,100.0
Hoffius Stowe,Challenger Ii,CEN14LA243,20140516X74742,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2014-05-10,2014,Personal,VMC,Substantial,,1,1.0,0.0
Cessna,140A,ERA14WA247,20140521X31106,Airplane,,,2.0,0.0,0.0,0.0,2014-05-10,2014,Instructional,Unk,Substantial,,5,0.4,60.0
Sam R Peachey,Just Aircraft Highla,ERA14CA234,20140511X11126,Airplane,Reciprocating,1.0,0.0,1.0,0.0,1.0,2014-05-11,2014,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa 28-180,ERA14CA233,20140511X80001,Airplane,Reciprocating,1.0,0.0,1.0,0.0,3.0,2014-05-11,2014,Personal,VMC,Substantial,,30,0.0,100.0
Mooney,M20F,CEN14CA237,20140513X33314,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2014-05-11,2014,Personal,VMC,Substantial,,19,0.0,100.0
Boeing,737-800,DCA14WA095,20140519X33812,Airplane,,,0.0,0.0,0.0,163.0,2014-05-11,2014,,,,,20,0.0,100.0
